PHE Region Code,PHE Region Name,PHE Centre Code,PHE Centre Name,Upper LA Code,LA - UT Name,LA Code,LA Name,Chlamydia Tests:nongum,Chlamydia Tests:gum,Chlamydia Tests:total,Positive Tests Reported:nongum,Positive Tests Reported:gum,Positive Tests Reported:total,Combined Coverage,Percent test pos,Diagnosis rate,15-24 Year Old Population Estimates
X25001,London,X25001AA,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,999,4684,5683,53,437,490,0.254011532,0.086222066,2190.139901,22373
X25001,London,X25001AA,London,E09000014,Haringey,E09000014,Haringey,1906,5668,7574,94,572,666,0.231592466,0.0879324,2036.448141,32704
X25001,London,X25001AA,London,E09000015,Harrow,E09000015,Harrow,1832,2672,4504,87,247,334,0.14663845,0.074156306,1087.416572,30715
X25001,London,X25001AA,London,E09000016,Havering,E09000016,Havering,4376,2380,6756,276,208,484,0.221850064,0.071640024,1589.334384,30453
X25001,London,X25001AA,London,E09000017,Hillingdon,E09000017,Hillingdon,7662,3200,10862,332,281,613,0.26310435,0.056435279,1484.836741,41284
X25001,London,X25001AA,London,E09000018,Hounslow,E09000018,Hounslow,5516,2596,8112,287,264,551,0.249761384,0.067924063,1696.480803,32479
X25001,London,X25001AA,London,E09000019,Islington,E09000019,Islington,2748,5167,7915,177,439,616,0.263131649,0.077826911,2047.87234,30080
X25001,London,X25001AA,London,E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea,2856,2586,5442,130,234,364,0.335553089,0.066887174,2244.41978,16218
X25001,London,X25001AA,London,E09000021,Kingston upon Thames,E09000021,Kingston upon Thames,2879,2763,5642,150,223,373,0.239799388,0.066111308,1585.345121,23528
X25001,London,X25001AA,London,E09000022,Lambeth,E09000022,Lambeth,17789,4809,22598,1727,510,2237,0.581718022,0.098991061,5758.488429,38847
X25001,London,X25001AA,London,E09000023,Lewisham,E09000023,Lewisham,11210,1420,12630,1123,149,1272,0.345554036,0.100712589,3480.164159,36550
X25001,London,X25001AA,London,E09000024,Merton,E09000024,Merton,2603,2708,5311,155,297,452,0.242444992,0.085106383,2063.361636,21906
X25001,London,X25001AA,London,E09000025,Newham,E09000025,Newham,7479,4866,12345,418,519,937,0.243519943,0.075901175,1848.344972,50694
X25001,London,X25001AA,London,E09000026,Redbridge,E09000026,Redbridge,5754,2372,8126,250,183,433,0.220647334,0.053285749,1175.735853,36828
X25001,London,X25001AA,London,E09000027,Richmond upon Thames,E09000027,Richmond upon Thames,2354,2005,4359,<90,<170,<260,0.249299399,<10%,"<1,430",17485
X25001,London,X25001AA,London,E09000028,Southwark,E09000028,Southwark,9105,5812,14917,804,558,1362,0.352447784,0.091305222,3218.032322,42324
X25001,London,X25001AA,London,E09000029,Sutton,E09000029,Sutton,3033,2408,5441,181,259,440,0.246958969,0.080867488,1997.095134,22032
X25001,London,X25001AA,London,E09000030,Tower Hamlets,E09000030,Tower Hamlets,5987,4455,10442,307,319,626,0.242009873,0.059950201,1450.854057,43147
X25001,London,X25001AA,London,E09000031,Waltham Forest,E09000031,Waltham Forest,3992,4384,8376,249,466,715,0.24124424,0.085362942,2059.331797,34720
X25001,London,X25001AA,London,E09000032,Wandsworth,E09000032,Wandsworth,10933,5758,16691,772,545,1317,0.510084958,0.078904799,4024.815109,32722
X25001,London,X25001AA,London,E09000033,Westminster,E09000033,Westminster,2129,4104,6233,94,295,389,0.230561515,0.062409755,1438.928756,27034
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E06000055,Bedford,E06000055,Bedford,3913,1695,5608,366,234,600,0.279700748,0.106990014,2992.518703,20050
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E06000056,Central Bedfordshire,E06000056,Central Bedfordshire,2977,1726,4703,188,161,349,0.16036417,0.074207952,1190.029665,29327
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,Hertfordshire,E07000095,Broxbourne,593,868,1461,42,117,159,0.128383128,0.108829569,1397.188049,11380
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000096,Dacorum,10013,1137,11150,601,104,705,0.669307882,0.0632287,4231.946695,16659
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000242,East Hertfordshire,888,1445,2333,67,163,230,0.154064584,0.098585512,1518.853596,15143
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000098,Hertsmere,559,921,1480,33,84,117,0.123818288,0.079054054,978.8337656,11953
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000099,North Hertfordshire,926,951,1877,71,142,213,0.140778519,0.113478956,1597.539938,13333
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000240,St Albans,696,1657,2353,27,107,134,0.166442668,0.056948576,947.8672986,14137
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000243,Stevenage,2985,1012,3997,373,160,533,0.369750231,0.133350013,4930.619796,10810
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000102,Three Rivers,521,930,1451,25,92,117,0.148713744,0.080634045,1199.13908,9757
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000103,Watford,612,1173,1785,37,111,148,0.168031629,0.082913165,1393.203427,10623
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000015,,E07000241,Welwyn Hatfield,895,1267,2162,63,115,178,0.110866109,0.082331175,912.7737039,19501
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E06000032,Luton,E06000032,Luton,4075,1809,5884,344,194,538,0.196776135,0.091434398,1799.210755,29902
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E06000042,Milton Keynes,E06000042,Milton Keynes,7860,1250,9110,640,132,772,0.320978085,0.084742042,2720.033824,28382
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,Northamptonshire,E07000150,Corby,881,491,1372,63,92,155,0.17878551,0.112973761,2019.807141,7674
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000151,Daventry,1250,612,1862,95,60,155,0.217447156,0.083243824,1810.113278,8563
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000152,East Northamptonshire,897,547,1444,68,59,127,0.14778426,0.087950139,1299.76461,9771
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000153,Kettering,3540,1097,4637,220,164,384,0.435644495,0.082812163,3607.666291,10644
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000154,Northampton,4711,2263,6974,330,303,633,0.245701804,0.090765701,2230.129651,28384
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000155,South Northamptonshire,863,492,1355,55,47,102,0.155283062,0.075276753,1168.920468,8726
X25002,Midlands and East of England,X25002AA,South Midlands and Hertfordshire,E10000021,,E07000156,Wellingborough,1102,568,1670,78,94,172,0.198927933,0.102994012,2048.838594,8395
X25002,Midlands and East of England,X25002AC,East Midlands,E06000015,Derby,E06000015,Derby,5299,3490,8789,351,513,864,0.238384551,0.098304699,2343.432152,36869
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,Derbyshire,E07000032,Amber Valley,3035,913,3948,165,133,298,0.290486351,0.075481256,2192.627474,13591
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000033,Bolsover,1960,495,2455,110,69,179,0.270344676,0.072912424,1971.148552,9081
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000034,Chesterfield,13254,570,13824,613,75,688,1.113491744,0.049768519,5541.683447,12415
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000035,Derbyshire Dales,1389,297,1686,57,22,79,0.238101963,0.046856465,1115.66163,7081
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000036,Erewash,2838,771,3609,187,109,296,0.266504209,0.082017179,2185.79235,13542
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000037,High Peak,2701,528,3229,150,45,195,0.298870789,0.060390214,1804.887079,10804
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000038,North East Derbyshire,2679,517,3196,132,56,188,0.294182622,0.058823529,1730.486009,10864
X25002,Midlands and East of England,X25002AC,East Midlands,E10000007,,E07000039,South Derbyshire,1572,925,2497,71,128,199,0.231182298,0.079695635,1842.421998,10801
X25002,Midlands and East of England,X25002AC,East Midlands,E06000016,Leicester,E06000016,Leicester,13083,4364,17447,651,464,1115,0.291332009,0.063907835,1861.839798,59887
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,Leicestershire,E07000129,Blaby,2456,971,3427,147,93,240,0.315910767,0.070032098,2212.389381,10848
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000130,Charnwood,6936,1775,8711,314,163,477,0.296141424,0.054758352,1621.621622,29415
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000131,Harborough,1396,542,1938,65,43,108,0.212920237,0.055727554,1186.552406,9102
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000132,Hinckley and Bosworth,1823,841,2664,88,90,178,0.235585426,0.066816817,1574.106827,11308
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000133,Melton,1136,176,1312,88,21,109,0.235294118,0.083079268,1954.806313,5576
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000134,North West Leicestershire,2240,626,2866,134,74,208,0.275497453,0.072575017,1999.423243,10403
X25002,Midlands and East of England,X25002AC,East Midlands,E10000018,,E07000135,Oadby and Wigston,1420,566,1986,70,54,124,0.242195122,0.062437059,1512.195122,8200
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,Lincolnshire,E07000136,Boston,815,376,1191,41,49,90,0.163195396,0.075566751,1233.214579,7298
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000137,East Lindsey,2574,296,2870,225,36,261,0.208439248,0.090940767,1895.562495,13769
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000138,Lincoln,3622,1516,5138,170,170,340,0.265721969,0.066173608,1758.378155,19336
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000139,North Kesteven,6637,640,7277,379,81,460,0.628899836,0.063212862,3975.455881,11571
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000140,South Holland,1317,221,1538,85,38,123,0.163530037,0.079973992,1307.814992,9405
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000141,South Kesteven,1617,1115,2732,103,161,264,0.190516039,0.096632504,1841.004184,14340
X25002,Midlands and East of England,X25002AC,East Midlands,E10000019,,E07000142,West Lindsey,1484,457,1941,107,54,161,0.19527163,0.082946935,1619.71831,9940
X25002,Midlands and East of England,X25002AC,East Midlands,E06000018,Nottingham,E06000018,Nottingham,18485,4244,22729,1456,615,2071,0.317528394,0.091117075,2893.225856,71581
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,Nottinghamshire,E07000170,Ashfield,1819,1367,3186,181,253,434,0.220088422,0.136220967,2998.065764,14476
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000171,Bassetlaw,1464,1113,2577,93,142,235,0.196928015,0.091191308,1795.812319,13086
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000172,Broxtowe,1751,720,2471,146,117,263,0.187666135,0.106434642,1997.417787,13167
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000173,Gedling,1705,1012,2717,159,166,325,0.211029126,0.119617225,2524.271845,12875
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000174,Mansfield,1588,1217,2805,127,210,337,0.21981036,0.120142602,2640.858867,12761
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000175,Newark and Sherwood,1223,981,2204,85,143,228,0.167007653,0.103448276,1727.665378,13197
X25002,Midlands and East of England,X25002AC,East Midlands,E10000024,,E07000176,Rushcliffe,1431,619,2050,131,85,216,0.160431992,0.105365854,1690.405384,12778
X25002,Midlands and East of England,X25002AC,East Midlands,E06000017,Rutland,E06000017,Rutland,683,219,902,47,31,78,0.198111136,0.086474501,1713.156161,4553
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000003,Cambridgeshire,E07000008,Cambridge,7325,1060,8385,320,91,411,0.302784097,0.0490161,1484.129563,27693
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000003,,E07000009,East Cambridgeshire,1904,269,2173,101,25,126,0.25302748,0.057984353,1467.163484,8588
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000003,,E07000010,Fenland,2855,294,3149,164,31,195,0.289111274,0.06192442,1790.304811,10892
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000003,,E07000011,Huntingdonshire,5416,1034,6450,243,106,349,0.329031271,0.054108527,1780.339744,19603
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000003,,E07000012,South Cambridgeshire,2584,704,3288,107,69,176,0.206467818,0.053527981,1105.180534,15925
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,Essex,E07000066,Basildon,2257,1366,3623,183,148,331,0.170341812,0.091360751,1556.255583,21269
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000067,Braintree,2208,906,3114,167,106,273,0.187330807,0.087668593,1642.302833,16623
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000068,Brentwood,841,547,1388,56,49,105,0.169599218,0.075648415,1282.991202,8184
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000069,Castle Point,1683,502,2185,136,43,179,0.213378906,0.081922197,1748.046875,10240
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000070,Chelmsford,2136,1987,4123,115,177,292,0.20846395,0.070822217,1476.387906,19778
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000071,Colchester,7085,2046,9131,402,174,576,0.352820711,0.063081809,2225.656878,25880
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000072,Epping Forest,1781,1198,2979,108,140,248,0.210530035,0.083249413,1752.650177,14150
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000073,Harlow,1655,1069,2724,130,133,263,0.278299959,0.096549192,2686.963629,9788
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000074,Maldon,850,370,1220,63,43,106,0.187750077,0.086885246,1631.27116,6498
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000075,Rochford,1677,423,2100,119,29,148,0.220796972,0.07047619,1556.092945,9511
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000076,Tendring,2617,946,3563,155,79,234,0.244677929,0.065674993,1606.922126,14562
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000012,,E07000077,Uttlesford,1142,474,1616,84,38,122,0.181715956,0.07549505,1371.865512,8893
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,Norfolk,E07000143,Breckland,1569,680,2249,95,71,166,0.152113629,0.073810582,1122.759554,14785
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000144,Broadland,1401,713,2114,82,72,154,0.167751151,0.072847682,1222.028249,12602
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000145,Great Yarmouth,1222,604,1826,87,55,142,0.152599031,0.077765608,1186.695638,11966
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000146,King's Lynn and West Norfolk,1329,1178,2507,85,139,224,0.154343409,0.089349821,1379.055593,16243
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000147,North Norfolk,1035,447,1482,70,46,116,0.151363497,0.078272605,1184.761516,9791
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000148,Norwich,4161,1680,5841,258,168,426,0.240717082,0.072932717,1755.615083,24265
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000020,,E07000149,South Norfolk,1415,627,2042,103,90,193,0.159556181,0.094515181,1508.048133,12798
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E06000031,Peterborough,E06000031,Peterborough,3906,1421,5327,398,186,584,0.226999616,0.109630186,2488.601014,23467
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E06000033,Southend-on-Sea,E06000033,Southend-on-Sea,4469,1139,5608,354,105,459,0.28090563,0.081847361,2299.138449,19964
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,Suffolk,E07000200,Babergh,1137,465,1602,46,38,84,0.177546271,0.052434457,930.9542281,9023
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000201,Forest Heath,661,305,966,40,33,73,0.120508982,0.075569358,910.6786427,8016
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000202,Ipswich,6394,1322,7716,377,137,514,0.429525718,0.066614826,2861.278112,17964
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000203,Mid Suffolk,913,489,1402,53,44,97,0.136527413,0.069186876,944.5905151,10269
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000204,St Edmundsbury,1460,795,2255,68,76,144,0.175568359,0.063858093,1121.14606,12844
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000205,Suffolk Coastal,1150,785,1935,54,51,105,0.15387674,0.054263566,834.9900596,12575
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E10000029,,E07000206,Waveney,2190,573,2763,189,70,259,0.216146444,0.09373869,2026.128452,12783
X25002,Midlands and East of England,X25002AD,Anglia and Essex,E06000034,Thurrock,E06000034,Thurrock,1902,1626,3528,132,167,299,0.180451128,0.084750567,1529.333538,19551
X25002,Midlands and East of England,X25002AE,West Midlands,E08000025,Birmingham,E08000025,Birmingham,25739,13167,38906,2198,1634,3832,0.2199732,0.098493806,2166.599761,176867
X25002,Midlands and East of England,X25002AE,West Midlands,E08000026,Coventry,E08000026,Coventry,6219,6357,12576,386,892,1278,0.225404621,0.101622137,2290.609933,55793
X25002,Midlands and East of England,X25002AE,West Midlands,E08000027,Dudley,E08000027,Dudley,4352,2315,6667,372,300,672,0.177919513,0.10079496,1793.339026,37472
X25002,Midlands and East of England,X25002AE,West Midlands,E06000019,"Herefordshire, County of",E06000019,"Herefordshire, County of",2160,1898,4058,180,291,471,0.203337175,0.116067028,2360.074159,19957
X25002,Midlands and East of England,X25002AE,West Midlands,E08000028,Sandwell,E08000028,Sandwell,4192,2900,7092,377,396,773,0.174143646,0.108996052,1898.096992,40725
X25002,Midlands and East of England,X25002AE,West Midlands,E06000051,Shropshire,E06000051,Shropshire,3490,1779,5269,210,197,407,0.148740967,0.077244259,1148.938573,35424
X25002,Midlands and East of England,X25002AE,West Midlands,E08000029,Solihull,E08000029,Solihull,2643,1332,3975,236,147,383,0.16201345,0.096352201,1561.035256,24535
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,Staffordshire,E07000192,Cannock Chase,2778,897,3675,178,78,256,0.301699368,0.069659864,2101.633692,12181
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000193,East Staffordshire,2412,1037,3449,118,115,233,0.251329884,0.067555813,1697.879472,13723
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000194,Lichfield,2763,742,3505,131,85,216,0.315794216,0.061626248,1946.121272,11099
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000195,Newcastle-under-Lyme,4458,758,5216,209,70,279,0.289488289,0.053489264,1548.451548,18018
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000196,South Staffordshire,1723,787,2510,118,89,207,0.197373594,0.08247012,1627.742392,12717
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000197,Stafford,3026,1057,4083,151,78,229,0.254408374,0.056086211,1426.880179,16049
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000198,Staffordshire Moorlands,2393,488,2881,88,46,134,0.278008299,0.046511628,1293.061855,10363
X25002,Midlands and East of England,X25002AE,West Midlands,E10000028,,E07000199,Tamworth,2097,734,2831,117,87,204,0.299196787,0.072059343,2155.992391,9462
X25002,Midlands and East of England,X25002AE,West Midlands,E06000021,Stoke-on-Trent,E06000021,Stoke-on-Trent,10308,2110,12418,561,227,788,0.352754027,0.063456273,2238.445587,35203
X25002,Midlands and East of England,X25002AE,West Midlands,E06000020,Telford and Wrekin,E06000020,Telford and Wrekin,3141,1360,4501,212,173,385,0.201009289,0.085536547,1719.364059,22392
X25002,Midlands and East of England,X25002AE,West Midlands,E08000030,Walsall,E08000030,Walsall,9020,2289,11309,563,292,855,0.32369694,0.075603502,2447.262215,34937
X25002,Midlands and East of England,X25002AE,West Midlands,E10000031,Warwickshire,E07000218,North Warwickshire,703,475,1178,34,62,96,0.168381933,0.081494058,1372.212693,6996
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000219,Nuneaton and Bedworth,2015,1491,3506,166,232,398,0.228940838,0.113519681,2598.929084,15314
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000220,Rugby,727,1095,1822,54,122,176,0.163657595,0.096597146,1580.885655,11133
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000221,Stratford-on-Avon,771,867,1638,55,103,158,0.139701493,0.096459096,1347.547974,11725
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000222,Warwick,1121,1522,2643,69,107,176,0.130712166,0.066590995,870.4253215,20220
X25002,Midlands and East of England,X25002AE,West Midlands,E08000031,Wolverhampton,E08000031,Wolverhampton,4578,2579,7157,391,306,697,0.20809467,0.097387173,2026.575175,34393
X25002,Midlands and East of England,X25002AE,West Midlands,E10000034,Worcestershire,E07000234,Bromsgrove,1072,736,1808,89,75,164,0.171977552,0.090707965,1559.973366,10513
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000235,Malvern Hills,986,432,1418,78,37,115,0.17660979,0.081100141,1432.307884,8029
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000236,Redditch,1190,792,1982,88,88,176,0.195502071,0.088799193,1736.042612,10138
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000237,Worcester,1868,989,2857,137,96,233,0.196939409,0.081554078,1606.121183,14507
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000238,Wychavon,1864,664,2528,139,71,210,0.209722914,0.08306962,1742.160279,12054
X25002,Midlands and East of England,X25002AE,West Midlands,,,E07000239,Wyre Forest,1734,409,2143,162,65,227,0.203359271,0.105926272,2154.108939,10538
X25003,North of England,X25003AA,Cheshire and Merseyside,E06000049,Cheshire East,E06000049,Cheshire East,4754,4684,9438,310,414,724,0.232034419,0.076711168,1779.963122,40675
X25003,North of England,X25003AA,Cheshire and Merseyside,E06000050,Cheshire West and Chester,E06000050,Cheshire West and Chester,8365,2390,10755,671,237,908,0.272727273,0.084425848,2302.523139,39435
X25003,North of England,X25003AA,Cheshire and Merseyside,E06000006,Halton,E06000006,Halton,3778,850,4628,238,92,330,0.299682704,0.071305099,2136.890501,15443
X25003,North of England,X25003AA,Cheshire and Merseyside,E08000011,Knowsley,E08000011,Knowsley,5396,832,6228,329,84,413,0.31521409,0.066313423,2090.29254,19758
X25003,North of England,X25003AA,Cheshire and Merseyside,E08000012,Liverpool,E08000012,Liverpool,16900,4908,21808,1372,516,1888,0.256236121,0.086573734,2218.331786,85109
X25003,North of England,X25003AA,Cheshire and Merseyside,E08000014,Sefton,E08000014,Sefton,5150,1493,6643,403,168,571,0.205907879,0.085955141,1769.884074,32262
X25003,North of England,X25003AA,Cheshire and Merseyside,E08000013,St. Helens,E08000013,St. Helens,5768,1296,7064,311,105,416,0.332423529,0.058890147,1957.647059,21250
X25003,North of England,X25003AA,Cheshire and Merseyside,E06000007,Warrington,E06000007,Warrington,3919,1588,5507,301,180,481,0.226504339,0.087343381,1978.365483,24313
X25003,North of England,X25003AA,Cheshire and Merseyside,E08000015,Wirral,E08000015,Wirral,8339,1232,9571,703,160,863,0.256073416,0.090168216,2308.968322,37376
X25003,North of England,X25003AC,Cumbria and Lancashire,E06000008,Blackburn with Darwen,E06000008,Blackburn with Darwen,2070,861,2931,197,93,290,0.148796832,0.09894234,1472.230683,19698
X25003,North of England,X25003AC,Cumbria and Lancashire,E06000009,Blackpool,E06000009,Blackpool,3376,2343,5719,280,388,668,0.333216804,0.116803637,3892.093457,17163
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000026,Allerdale,1214,909,2123,60,88,148,0.203469427,0.069712671,1418.439716,10434
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000027,Barrow-in-Furness,863,714,1577,39,62,101,0.192810857,0.064045656,1234.869788,8179
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000028,Carlisle,1910,1117,3027,190,140,330,0.225239973,0.109018831,2455.539847,13439
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000029,Copeland,758,502,1260,41,48,89,0.158730159,0.070634921,1121.189216,7938
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000030,Eden,805,198,1003,64,19,83,0.179878049,0.082751745,1488.522238,5576
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000006,Cumbria,E07000031,South Lakeland,1075,494,1569,64,33,97,0.156711946,0.061822817,968.8373951,10012
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000117,Burnley,1242,794,2036,117,76,193,0.187235608,0.094793713,1774.875851,10874
