LA Name,age,WHITE,MIXED,ASIAN/ASIAN BRITISH,CHINESE,BLACK/BLACK BRITISH,OTHER
        E41000307 Havering,11,"2,355",131,126,16,217,18
        E41000307 Havering,12,"2,464",112,129,18,204,14
        E41000307 Havering,13,"2,379",112,112,15,217,17
        E41000307 Havering,14,"2,537",110,124,21,235,15
        E41000307 Havering,15,"2,632",114,122,22,230,12
        E41000307 Havering,16,"2,752",129,122,18,208,14
        E41000307 Havering,17,"2,747",112,96,19,211,11
        E41000307 Havering,18,"2,653",97,100,15,195,26
        E41000307 Havering,19,"2,370",78,99,12,123,19
        E41000307 Havering,20,"2,477",116,96,22,163,12
        E41000307 Havering,21,"2,536",93,84,23,124,8
        E41000307 Havering,22,"2,722",79,136,14,154,18
        E41000307 Havering,23,"2,708",95,130,23,156,19
        E41000307 Havering,24,"2,512",69,160,18,187,22
        E41000307 Havering,25,"2,601",71,188,18,114,18
        E41000307 Havering,26,"2,494",77,178,30,131,19
        E41000307 Havering,27,"2,497",69,164,28,117,26
        E41000307 Havering,28,"2,418",78,216,23,126,23
        E41000307 Havering,29,"2,429",61,231,27,165,25
        E41000307 Havering,30,"2,542",55,239,23,158,26
        E41000307 Havering,31,"2,470",57,249,34,176,22
        E41000307 Havering,32,"2,338",51,276,20,163,35
        E41000307 Havering,33,"2,134",67,217,21,177,23
        E41000307 Havering,34,"2,361",44,283,38,162,23
        E41000307 Havering,35,"2,256",48,198,34,206,37
        E41000307 Havering,36,"2,355",48,235,34,193,25
        E41000307 Havering,37,"2,397",47,187,16,180,20
        E41000307 Havering,38,"2,535",52,199,37,181,18
        E41000307 Havering,39,"2,709",51,209,18,193,16
        E41000307 Havering,40,"2,772",48,178,34,244,22
        E41000307 Havering,41,"2,862",55,162,31,249,24
        E41000307 Havering,42,"2,878",40,172,26,249,16
        E41000307 Havering,43,"2,944",40,153,23,221,26
        E41000307 Havering,44,"3,149",49,128,16,246,14
        E41000307 Havering,45,"3,088",51,108,15,270,31
        E41000307 Havering,46,"3,159",28,134,14,243,19
        E41000307 Havering,47,"3,184",34,111,19,204,22
        E41000307 Havering,48,"3,120",29,125,16,220,21
        E41000307 Havering,49,"3,003",31,134,13,196,17
        E41000307 Havering,50,"3,227",30,96,28,168,18
        E41000307 Havering,51,"3,040",35,89,35,150,19
        E41000307 Havering,52,"2,984",31,114,27,155,24
        E41000307 Havering,53,"2,935",23,123,18,132,15
        E41000307 Havering,54,"2,735",20,105,23,103,18
        E41000307 Havering,55,"2,585",13,99,23,86,17
        E41000307 Havering,56,"2,486",13,96,31,73,15
        E41000307 Havering,57,"2,594",24,92,14,59,12
        E41000307 Havering,58,"2,503",12,76,15,65,9
        E41000307 Havering,59,"2,496",11,79,19,45,12
        E41000307 Havering,60,"2,525",13,86,17,33,11
        E41000307 Havering,61,"2,542",20,77,17,41,7
        E41000307 Havering,62,"2,616",12,77,14,31,6
        E41000307 Havering,63,"3,042",8,64,13,36,7
        E41000307 Havering,64,"3,103",18,78,14,23,10
        E41000307 Havering,65,"2,299",11,65,8,32,10
        E41000307 Havering,66,"2,241",6,67,11,20,3
        E41000307 Havering,67,"2,191",13,46,11,32,4
        E41000307 Havering,68,"2,046",6,45,6,29,4
        E41000307 Havering,69,"1,757",8,40,15,23,4
        E41000307 Havering,70,"1,735",11,46,6,24,8
        E41000307 Havering,71,"1,874",10,47,12,41,3
        E41000307 Havering,72,"1,818",5,32,5,38,4
        E41000307 Havering,73,"1,824",3,36,9,28,6
        E41000307 Havering,74,"1,794",4,43,11,22,9
        E41000307 Havering,75,"1,777",9,44,8,20,1
        E41000307 Havering,76,"1,747",7,31,8,12,2
        E41000307 Havering,77,"1,577",4,22,5,15,7
        E41000307 Havering,78,"1,697",4,25,2,15,5
        E41000307 Havering,79,"1,634",5,19,7,8,2
        E41000307 Havering,80,"1,565",4,19,2,11,2
        E41000307 Havering,81,"1,493",3,7,5,12,0
        E41000307 Havering,82,"1,395",9,16,9,7,0
        E41000307 Havering,83,"1,261",2,8,1,6,0
        E41000307 Havering,84,"1,084",3,8,1,4,4
        E41000307 Havering,     85 - 89,"4,152",11,17,6,7,3
        E41000307 Havering,     90 - 94,"1,486",4,5,3,3,0
        E41000307 Havering,     95 - 99,308,1,2,1,0,0
        E41000307 Havering,     100 and over,46,0,0,0,1,0
        E41000308 Hillingdon,        E41000308 Hillingdon,0,0,0,0,0,0
        E41000308 Hillingdon,     Total: Age,"166,031","10,479","66,364","2,889","20,082","8,091"
        E41000308 Hillingdon,0,"1,793",359,"1,155",35,401,204
        E41000308 Hillingdon,1,"1,840",456,"1,156",32,465,197
        E41000308 Hillingdon,2,"1,733",390,"1,103",26,452,150
        E41000308 Hillingdon,3,"1,731",439,"1,104",35,537,170
        E41000308 Hillingdon,4,"1,662",374,"1,057",24,473,151
        E41000308 Hillingdon,5,"1,723",426,975,19,468,132
        E41000308 Hillingdon,6,"1,592",315,937,20,411,149
        E41000308 Hillingdon,7,"1,665",278,869,21,386,108
        E41000308 Hillingdon,8,"1,613",314,827,11,346,119
        E41000308 Hillingdon,9,"1,635",270,799,17,353,117
        E41000308 Hillingdon,10,"1,639",307,818,21,356,107
        E41000308 Hillingdon,11,"1,776",289,796,15,408,123
        E41000308 Hillingdon,12,"1,872",230,760,23,370,118
        E41000308 Hillingdon,13,"1,859",307,791,16,361,164
        E41000308 Hillingdon,14,"1,886",231,745,14,343,132
        E41000308 Hillingdon,15,"1,908",222,812,17,340,98
        E41000308 Hillingdon,16,"2,006",227,834,27,307,133
        E41000308 Hillingdon,17,"2,037",235,910,31,351,129
        E41000308 Hillingdon,18,"2,142",214,965,32,422,125
        E41000308 Hillingdon,19,"2,380",234,"1,127",95,493,180
        E41000308 Hillingdon,20,"2,525",245,"1,143",124,500,174
        E41000308 Hillingdon,21,"2,349",211,"1,167",137,420,179
        E41000308 Hillingdon,22,"2,458",174,"1,128",182,375,141
        E41000308 Hillingdon,23,"2,289",165,"1,157",131,296,141
        E41000308 Hillingdon,24,"2,214",142,"1,246",79,309,133
        E41000308 Hillingdon,25,"2,178",146,"1,228",87,361,124
        E41000308 Hillingdon,26,"2,128",161,"1,273",52,326,136
        E41000308 Hillingdon,27,"2,150",134,"1,357",56,320,160
        E41000308 Hillingdon,28,"2,168",121,"1,461",53,354,111
        E41000308 Hillingdon,29,"2,181",139,"1,414",62,299,138
        E41000308 Hillingdon,30,"2,248",125,"1,577",43,304,180
        E41000308 Hillingdon,31,"2,226",108,"1,548",52,328,193
        E41000308 Hillingdon,32,"2,149",121,"1,592",51,352,173
        E41000308 Hillingdon,33,"2,070",128,"1,471",32,313,157
        E41000308 Hillingdon,34,"2,023",99,"1,350",37,310,147
        E41000308 Hillingdon,35,"2,081",105,"1,342",43,301,180
        E41000308 Hillingdon,36,"2,099",100,"1,202",46,333,122
        E41000308 Hillingdon,37,"2,072",132,"1,292",36,326,190
        E41000308 Hillingdon,38,"2,149",93,"1,166",41,343,151
        E41000308 Hillingdon,39,"2,306",77,"1,197",47,305,135
        E41000308 Hillingdon,40,"2,212",113,"1,108",37,305,122
        E41000308 Hillingdon,41,"2,273",88,"1,102",36,334,110
        E41000308 Hillingdon,42,"2,304",90,"1,019",26,309,118
        E41000308 Hillingdon,43,"2,543",82,980,35,298,122
        E41000308 Hillingdon,44,"2,561",82,831,42,299,98
        E41000308 Hillingdon,45,"2,531",87,899,32,323,97
        E41000308 Hillingdon,46,"2,622",68,856,45,299,100
        E41000308 Hillingdon,47,"2,569",73,744,41,262,112
        E41000308 Hillingdon,48,"2,576",69,786,43,249,93
        E41000308 Hillingdon,49,"2,612",69,750,33,215,86
        E41000308 Hillingdon,50,"2,460",54,711,28,219,81
        E41000308 Hillingdon,51,"2,331",43,746,29,186,79
        E41000308 Hillingdon,52,"2,270",45,701,33,176,84
        E41000308 Hillingdon,53,"2,303",45,682,26,137,72
        E41000308 Hillingdon,54,"2,075",35,676,38,126,76
        E41000308 Hillingdon,55,"2,126",36,599,35,122,58
        E41000308 Hillingdon,56,"2,004",45,636,33,100,51
        E41000308 Hillingdon,57,"1,873",34,559,32,86,53
        E41000308 Hillingdon,58,"1,852",33,533,36,106,62
        E41000308 Hillingdon,59,"1,796",27,478,25,51,44
        E41000308 Hillingdon,60,"1,762",17,463,22,91,46
        E41000308 Hillingdon,61,"1,909",33,415,23,64,50
        E41000308 Hillingdon,62,"1,917",26,415,31,57,46
        E41000308 Hillingdon,63,"2,246",16,349,25,62,34
        E41000308 Hillingdon,64,"2,209",22,329,22,47,38
        E41000308 Hillingdon,65,"1,691",18,273,12,44,22
        E41000308 Hillingdon,66,"1,708",23,300,11,55,24
        E41000308 Hillingdon,67,"1,557",19,305,11,48,22
        E41000308 Hillingdon,68,"1,448",20,322,8,47,14
        E41000308 Hillingdon,69,"1,260",16,274,9,52,22
        E41000308 Hillingdon,70,"1,242",21,277,15,48,23
        E41000308 Hillingdon,71,"1,373",17,293,10,47,14
        E41000308 Hillingdon,72,"1,340",8,233,9,49,16
        E41000308 Hillingdon,73,"1,418",15,206,5,42,10
        E41000308 Hillingdon,74,"1,398",13,218,7,38,21
        E41000308 Hillingdon,75,"1,287",13,210,10,38,13
        E41000308 Hillingdon,76,"1,326",12,183,7,37,11
        E41000308 Hillingdon,77,"1,175",11,170,5,36,13
        E41000308 Hillingdon,78,"1,168",11,165,7,33,8
        E41000308 Hillingdon,79,"1,131",6,121,6,17,16
        E41000308 Hillingdon,80,"1,118",9,102,6,16,4
        E41000308 Hillingdon,81,992,11,95,1,28,6
        E41000308 Hillingdon,82,921,7,76,4,15,8
        E41000308 Hillingdon,83,811,12,68,4,14,4
        E41000308 Hillingdon,84,779,6,49,2,6,5
        E41000308 Hillingdon,     85 - 89,"2,835",26,140,7,22,6
        E41000308 Hillingdon,     90 - 94,"1,213",6,51,3,8,2
        E41000308 Hillingdon,     95 - 99,315,1,10,0,1,3
        E41000308 Hillingdon,     100 and over,34,3,5,0,0,1
        E41000309 Hounslow,        E41000309 Hounslow,0,0,0,0,0,0
        E41000309 Hounslow,     Total: Age,"130,505","10,349","84,852","2,405","16,813","9,033"
        E41000309 Hounslow,0,"1,842",428,"1,352",27,413,161
        E41000309 Hounslow,1,"1,727",435,"1,303",19,386,138
        E41000309 Hounslow,2,"1,700",394,"1,326",19,418,144
        E41000309 Hounslow,3,"1,614",402,"1,269",45,424,134
        E41000309 Hounslow,4,"1,448",362,"1,247",19,391,138
        E41000309 Hounslow,5,"1,325",321,"1,209",25,346,142
        E41000309 Hounslow,6,"1,280",292,"1,117",17,343,137
        E41000309 Hounslow,7,"1,221",248,978,16,281,114
        E41000309 Hounslow,8,"1,163",225,929,8,326,128
        E41000309 Hounslow,9,"1,161",238,898,12,306,93
        E41000309 Hounslow,10,"1,263",215,857,10,286,112
        E41000309 Hounslow,11,"1,176",213,922,16,296,117
        E41000309 Hounslow,12,"1,191",250,861,25,281,116
        E41000309 Hounslow,13,"1,246",258,968,20,324,115
        E41000309 Hounslow,14,"1,256",216,934,20,272,109
        E41000309 Hounslow,15,"1,183",268,"1,043",23,315,132
        E41000309 Hounslow,16,"1,268",229,"1,021",22,272,144
        E41000309 Hounslow,17,"1,398",193,"1,013",17,256,121
        E41000309 Hounslow,18,"1,261",199,"1,020",39,244,100
        E41000309 Hounslow,19,"1,345",191,973,23,249,115
        E41000309 Hounslow,20,"1,425",148,"1,025",27,257,114
        E41000309 Hounslow,21,"1,491",139,"1,237",42,219,126
        E41000309 Hounslow,22,"1,586",168,"1,537",45,252,132
        E41000309 Hounslow,23,"1,971",192,"1,699",55,242,158
        E41000309 Hounslow,24,"1,998",174,"1,685",44,272,152
        E41000309 Hounslow,25,"2,278",155,"1,996",58,276,194
        E41000309 Hounslow,26,"2,397",173,"2,097",48,248,176
        E41000309 Hounslow,27,"2,490",193,"1,911",62,260,159
        E41000309 Hounslow,28,"2,622",164,"2,165",78,266,191
        E41000309 Hounslow,29,"2,602",180,"2,260",86,278,168
        E41000309 Hounslow,30,"2,657",143,"2,111",64,261,188
        E41000309 Hounslow,31,"2,549",145,"2,125",70,311,181
        E41000309 Hounslow,32,"2,388",161,"1,942",65,265,179
        E41000309 Hounslow,33,"2,300",137,"1,966",54,285,184
        E41000309 Hounslow,34,"2,262",142,"1,818",52,277,183
        E41000309 Hounslow,35,"2,177",125,"1,746",67,272,186
        E41000309 Hounslow,36,"2,220",105,"1,544",40,303,181
        E41000309 Hounslow,37,"2,014",128,"1,468",43,263,185
        E41000309 Hounslow,38,"2,185",117,"1,389",39,303,141
        E41000309 Hounslow,39,"2,079",113,"1,302",41,225,143
        E41000309 Hounslow,40,"1,997",102,"1,224",36,307,161
        E41000309 Hounslow,41,"1,874",80,"1,290",45,289,147
        E41000309 Hounslow,42,"1,868",73,"1,170",27,262,141
        E41000309 Hounslow,43,"1,910",98,"1,119",23,318,131
        E41000309 Hounslow,44,"1,946",94,986,30,264,132
        E41000309 Hounslow,45,"1,970",92,"1,013",33,274,170
        E41000309 Hounslow,46,"1,940",91,976,27,306,121
        E41000309 Hounslow,47,"1,975",80,923,26,228,129
        E41000309 Hounslow,48,"1,943",76,851,38,223,97
        E41000309 Hounslow,49,"1,784",66,918,31,181,122
        E41000309 Hounslow,50,"1,736",55,960,28,211,123
        E41000309 Hounslow,51,"1,681",55,889,29,177,93
        E41000309 Hounslow,52,"1,658",60,910,31,145,122
        E41000309 Hounslow,53,"1,514",52,912,35,127,90
        E41000309 Hounslow,54,"1,583",44,897,34,136,115
        E41000309 Hounslow,55,"1,435",25,878,31,104,93
        E41000309 Hounslow,56,"1,463",48,819,32,97,83
        E41000309 Hounslow,57,"1,388",35,756,30,88,88
        E41000309 Hounslow,58,"1,343",35,814,20,78,87
        E41000309 Hounslow,59,"1,386",30,740,27,79,73
        E41000309 Hounslow,60,"1,271",32,704,18,52,76
        E41000309 Hounslow,61,"1,431",29,640,20,77,73
        E41000309 Hounslow,62,"1,335",27,592,18,85,56
        E41000309 Hounslow,63,"1,445",33,533,29,54,66
        E41000309 Hounslow,64,"1,483",28,506,22,59,51
        E41000309 Hounslow,65,"1,121",23,428,13,63,43
        E41000309 Hounslow,66,"1,118",32,446,17,50,48
        E41000309 Hounslow,67,"1,027",27,431,7,60,40
        E41000309 Hounslow,68,993,18,414,11,50,31
        E41000309 Hounslow,69,859,16,419,9,63,39
        E41000309 Hounslow,70,815,16,392,10,53,35
        E41000309 Hounslow,71,880,14,413,11,54,35
        E41000309 Hounslow,72,818,22,454,8,56,29
        E41000309 Hounslow,73,823,14,363,19,43,38
        E41000309 Hounslow,74,798,17,376,9,44,17
        E41000309 Hounslow,75,740,21,330,9,44,32
        E41000309 Hounslow,76,729,12,287,9,44,31
        E41000309 Hounslow,77,670,6,276,4,31,22
        E41000309 Hounslow,78,727,8,259,10,27,17
        E41000309 Hounslow,79,681,10,220,8,16,17
        E41000309 Hounslow,80,677,12,178,4,29,22
        E41000309 Hounslow,81,614,11,163,3,26,11
        E41000309 Hounslow,82,526,5,131,1,16,12
        E41000309 Hounslow,83,485,7,114,5,11,5
        E41000309 Hounslow,84,487,8,101,3,9,9
        E41000309 Hounslow,     85 - 89,"1,855",22,280,9,32,22
        E41000309 Hounslow,     90 - 94,734,8,71,4,4,5
        E41000309 Hounslow,     95 - 99,190,1,15,0,3,2
        E41000309 Hounslow,     100 and over,20,0,8,0,0,0
        E41000312 Kingston upon Thames,        E41000312 Kingston upon Thames,0,0,0,0,0,0
        E41000312 Kingston upon Thames,     Total: Age,"119,219","6,269","23,269","2,883","4,021","4,399"
        E41000312 Kingston upon Thames,0,"1,597",284,284,38,56,58
        E41000312 Kingston upon Thames,1,"1,482",250,315,28,53,53
        E41000312 Kingston upon Thames,2,"1,524",254,346,23,68,61
        E41000312 Kingston upon Thames,3,"1,414",239,397,18,43,71
        E41000312 Kingston upon Thames,4,"1,266",258,341,20,55,68
        E41000312 Kingston upon Thames,5,"1,251",219,334,19,53,52
        E41000312 Kingston upon Thames,6,"1,232",202,311,23,47,50
        E41000312 Kingston upon Thames,7,"1,170",200,358,20,52,54
        E41000312 Kingston upon Thames,8,"1,052",155,326,12,42,44
        E41000312 Kingston upon Thames,9,"1,129",132,291,20,51,65
        E41000312 Kingston upon Thames,10,"1,098",160,287,24,44,42
        E41000312 Kingston upon Thames,11,"1,211",125,300,17,49,52
        E41000312 Kingston upon Thames,12,"1,198",117,284,27,53,53
        E41000312 Kingston upon Thames,13,"1,160",135,316,20,52,49
        E41000312 Kingston upon Thames,14,"1,135",111,308,15,57,42
        E41000312 Kingston upon Thames,15,"1,174",122,374,28,50,51
        E41000312 Kingston upon Thames,16,"1,199",109,329,21,38,52
        E41000312 Kingston upon Thames,17,"1,139",106,305,29,46,49
        E41000312 Kingston upon Thames,18,"1,333",134,310,35,101,72
        E41000312 Kingston upon Thames,19,"1,763",174,424,56,173,68
        E41000312 Kingston upon Thames,20,"2,000",165,459,96,176,105
        E41000312 Kingston upon Thames,21,"1,946",133,449,102,154,132
        E41000312 Kingston upon Thames,22,"1,792",143,423,125,125,103
        E41000312 Kingston upon Thames,23,"1,770",112,397,74,91,89
        E41000312 Kingston upon Thames,24,"1,683",93,339,80,63,86
        E41000312 Kingston upon Thames,25,"1,650",115,375,80,108,102
        E41000312 Kingston upon Thames,26,"1,601",82,364,60,58,98
        E41000312 Kingston upon Thames,27,"1,835",97,381,66,55,88
        E41000312 Kingston upon Thames,28,"1,793",81,494,74,65,81
        E41000312 Kingston upon Thames,29,"1,812",91,425,64,61,102
        E41000312 Kingston upon Thames,30,"2,006",98,428,58,89,67
        E41000312 Kingston upon Thames,31,"2,000",62,428,67,62,76
        E41000312 Kingston upon Thames,32,"1,926",73,427,67,60,74
        E41000312 Kingston upon Thames,33,"1,913",88,432,40,67,84
        E41000312 Kingston upon Thames,34,"1,917",72,462,49,75,89
        E41000312 Kingston upon Thames,35,"1,981",83,477,60,70,68
        E41000312 Kingston upon Thames,36,"1,947",54,481,46,59,94
        E41000312 Kingston upon Thames,37,"1,924",75,441,51,54,89
        E41000312 Kingston upon Thames,38,"1,956",79,452,37,78,88
        E41000312 Kingston upon Thames,39,"1,947",57,466,44,73,76
        E41000312 Kingston upon Thames,40,"1,843",55,396,43,66,82
        E41000312 Kingston upon Thames,41,"1,846",53,407,30,74,61
        E41000312 Kingston upon Thames,42,"1,812",45,418,49,63,64
        E41000312 Kingston upon Thames,43,"1,762",47,395,45,66,58
        E41000312 Kingston upon Thames,44,"1,822",52,358,34,54,57
        E41000312 Kingston upon Thames,45,"1,794",43,370,33,62,54
        E41000312 Kingston upon Thames,46,"1,765",49,349,31,69,57
        E41000312 Kingston upon Thames,47,"1,694",48,318,54,74,44
        E41000312 Kingston upon Thames,48,"1,663",30,320,48,64,66
        E41000312 Kingston upon Thames,49,"1,563",39,293,34,52,46
        E41000312 Kingston upon Thames,50,"1,629",25,296,35,53,53
        E41000312 Kingston upon Thames,51,"1,555",31,246,32,51,43
        E41000312 Kingston upon Thames,52,"1,511",45,261,41,32,44
        E41000312 Kingston upon Thames,53,"1,400",14,213,31,31,49
        E41000312 Kingston upon Thames,54,"1,414",28,241,36,29,35
        E41000312 Kingston upon Thames,55,"1,265",22,227,36,32,41
        E41000312 Kingston upon Thames,56,"1,299",21,209,30,28,47
        E41000312 Kingston upon Thames,57,"1,360",22,185,40,23,37
        E41000312 Kingston upon Thames,58,"1,280",14,173,43,18,27
        E41000312 Kingston upon Thames,59,"1,254",17,152,29,13,28
        E41000312 Kingston upon Thames,60,"1,286",19,177,29,18,24
        E41000312 Kingston upon Thames,61,"1,291",17,165,17,15,31
        E41000312 Kingston upon Thames,62,"1,378",17,154,29,20,28
        E41000312 Kingston upon Thames,63,"1,403",9,143,21,14,31
        E41000312 Kingston upon Thames,64,"1,421",19,144,17,14,31
        E41000312 Kingston upon Thames,65,"1,071",7,125,13,17,37
        E41000312 Kingston upon Thames,66,"1,030",7,96,15,9,33
        E41000312 Kingston upon Thames,67,968,11,113,14,10,32
        E41000312 Kingston upon Thames,68,994,7,110,7,11,21
        E41000312 Kingston upon Thames,69,773,13,93,12,21,24
        E41000312 Kingston upon Thames,70,784,4,107,14,9,30
        E41000312 Kingston upon Thames,71,786,14,102,14,7,20
        E41000312 Kingston upon Thames,72,788,11,80,9,10,21
        E41000312 Kingston upon Thames,73,718,5,83,6,11,22
        E41000312 Kingston upon Thames,74,777,5,75,10,12,13
        E41000312 Kingston upon Thames,75,676,7,73,7,8,13
        E41000312 Kingston upon Thames,76,667,5,64,3,2,18
        E41000312 Kingston upon Thames,77,670,5,47,13,1,10
        E41000312 Kingston upon Thames,78,662,10,53,2,4,7
        E41000312 Kingston upon Thames,79,657,7,44,6,5,7
        E41000312 Kingston upon Thames,80,633,1,46,5,1,10
        E41000312 Kingston upon Thames,81,612,6,37,5,1,9
        E41000312 Kingston upon Thames,82,555,4,34,5,3,8
        E41000312 Kingston upon Thames,83,525,1,26,5,3,8
        E41000312 Kingston upon Thames,84,441,4,24,4,3,3
        E41000312 Kingston upon Thames,     85 - 89,"2,026",13,68,7,9,13
        E41000312 Kingston upon Thames,     90 - 94,912,1,16,4,1,3
        E41000312 Kingston upon Thames,     95 - 99,233,1,3,2,2,2
        E41000312 Kingston upon Thames,     100 and over,25,0,0,1,0,0
        E41000315 Merton,        E41000315 Merton,0,0,0,0,0,0
        E41000315 Merton,     Total: Age,"129,606","9,334","33,525","2,618","20,811","3,799"
        E41000315 Merton,0,"1,953",334,539,31,303,44
        E41000315 Merton,1,"1,854",341,571,33,286,51
        E41000315 Merton,2,"1,650",309,500,24,318,52
        E41000315 Merton,3,"1,608",302,546,18,348,56
        E41000315 Merton,4,"1,494",298,560,23,341,43
        E41000315 Merton,5,"1,341",227,559,23,335,52
        E41000315 Merton,6,"1,275",250,474,21,333,52
        E41000315 Merton,7,"1,224",226,473,18,296,46
        E41000315 Merton,8,"1,125",188,408,18,278,42
        E41000315 Merton,9,"1,134",210,437,13,289,40
        E41000315 Merton,10,"1,140",194,413,15,315,39
        E41000315 Merton,11,"1,117",184,387,19,315,33
        E41000315 Merton,12,"1,146",190,379,12,313,35
        E41000315 Merton,13,"1,082",219,407,17,326,42
        E41000315 Merton,14,"1,078",176,450,26,365,40
        E41000315 Merton,15,"1,118",190,385,19,392,38
        E41000315 Merton,16,"1,121",203,407,22,374,50
        E41000315 Merton,17,"1,164",196,427,17,379,58
        E41000315 Merton,18,"1,127",161,433,23,353,34
        E41000315 Merton,19,865,134,388,15,282,34
        E41000315 Merton,20,908,129,374,21,257,60
        E41000315 Merton,21,"1,111",144,450,18,319,59
        E41000315 Merton,22,"1,452",148,532,47,301,37
        E41000315 Merton,23,"1,835",189,564,48,297,68
        E41000315 Merton,24,"2,001",145,549,58,266,65
        E41000315 Merton,25,"2,358",169,597,45,315,78
        E41000315 Merton,26,"2,562",187,663,63,331,58
        E41000315 Merton,27,"2,713",183,656,90,262,99
        E41000315 Merton,28,"2,911",173,681,89,271,57
        E41000315 Merton,29,"2,905",165,735,78,278,105
        E41000315 Merton,30,"3,005",180,809,90,267,73
        E41000315 Merton,31,"2,971",159,757,101,305,88
        E41000315 Merton,32,"2,847",147,754,67,328,91
        E41000315 Merton,33,"2,662",112,695,66,272,82
        E41000315 Merton,34,"2,633",131,761,65,301,85
        E41000315 Merton,35,"2,433",93,687,56,271,103
        E41000315 Merton,36,"2,334",127,652,61,296,72
        E41000315 Merton,37,"2,224",105,670,47,268,78
        E41000315 Merton,38,"2,239",98,621,53,333,85
        E41000315 Merton,39,"2,134",99,606,49,292,69
        E41000315 Merton,40,"2,040",116,568,34,349,96
        E41000315 Merton,41,"1,984",87,566,43,340,77
        E41000315 Merton,42,"1,927",141,555,44,383,75
        E41000315 Merton,43,"2,019",107,507,35,365,68
        E41000315 Merton,44,"1,892",82,497,29,432,46
        E41000315 Merton,45,"1,881",94,494,47,388,68
        E41000315 Merton,46,"1,749",111,438,41,412,65
        E41000315 Merton,47,"1,854",119,409,38,380,73
        E41000315 Merton,48,"1,784",82,425,34,395,61
        E41000315 Merton,49,"1,689",67,406,32,356,47
        E41000315 Merton,50,"1,606",69,376,26,314,39
        E41000315 Merton,51,"1,549",47,363,35,342,36
        E41000315 Merton,52,"1,494",35,344,31,286,27
        E41000315 Merton,53,"1,466",35,322,23,274,27
        E41000315 Merton,54,"1,444",39,327,43,248,27
        E41000315 Merton,55,"1,395",45,322,35,219,44
        E41000315 Merton,56,"1,325",40,270,19,196,38
        E41000315 Merton,57,"1,293",39,279,30,159,31
        E41000315 Merton,58,"1,227",25,286,33,162,31
        E41000315 Merton,59,"1,292",30,254,43,148,39
        E41000315 Merton,60,"1,263",34,242,25,140,30
        E41000315 Merton,61,"1,296",32,237,23,119,37
        E41000315 Merton,62,"1,301",30,228,28,148,30
        E41000315 Merton,63,"1,436",16,245,15,82,31
        E41000315 Merton,64,"1,387",18,193,23,67,21
        E41000315 Merton,65,"1,047",22,193,13,100,19
        E41000315 Merton,66,"1,060",20,169,9,121,24
        E41000315 Merton,67,943,26,156,18,101,15
        E41000315 Merton,68,877,22,144,17,105,15
        E41000315 Merton,69,797,24,168,10,120,19
        E41000315 Merton,70,821,19,176,15,128,9
        E41000315 Merton,71,796,31,148,18,121,12
        E41000315 Merton,72,815,25,133,9,106,6
        E41000315 Merton,73,829,11,130,12,94,19
        E41000315 Merton,74,742,18,135,12,105,11
        E41000315 Merton,75,752,12,121,10,105,9
        E41000315 Merton,76,683,14,94,8,80,12
        E41000315 Merton,77,672,22,99,4,64,11
        E41000315 Merton,78,757,10,90,2,63,8
        E41000315 Merton,79,672,13,62,3,63,9
        E41000315 Merton,80,693,11,73,4,55,11
        E41000315 Merton,81,614,11,58,5,44,6
        E41000315 Merton,82,556,9,45,2,38,2
        E41000315 Merton,83,556,13,50,2,30,3
        E41000315 Merton,84,494,7,25,2,22,0
        E41000315 Merton,     85 - 89,"1,891",29,112,12,48,13
        E41000315 Merton,     90 - 94,824,9,29,2,21,4
        E41000315 Merton,     95 - 99,236,1,4,0,2,5
        E41000315 Merton,     100 and over,32,0,2,1,0,0
        E41000317 Redbridge,        E41000317 Redbridge,0,0,0,0,0,0
        E41000317 Redbridge,     Total: Age,"118,646","11,456","113,503","3,000","24,845","7,520"
        E41000317 Redbridge,0,"1,204",567,"1,936",98,387,126
        E41000317 Redbridge,1,"1,169",505,"2,132",34,454,165
        E41000317 Redbridge,2,"1,120",513,"1,959",22,461,150
        E41000317 Redbridge,3,"1,132",475,"2,117",41,465,155
        E41000317 Redbridge,4,"1,078",471,"2,115",31,458,126
        E41000317 Redbridge,5,977,386,"1,931",21,447,112
        E41000317 Redbridge,6,955,376,"1,885",29,494,152
        E41000317 Redbridge,7,920,394,"1,901",18,422,141
        E41000317 Redbridge,8,951,327,"1,795",28,475,117
        E41000317 Redbridge,9,940,340,"1,748",21,468,153
        E41000317 Redbridge,10,"1,012",316,"1,732",32,452,110
        E41000317 Redbridge,11,"1,008",330,"1,718",25,470,97
        E41000317 Redbridge,12,"1,089",306,"1,709",34,483,117
        E41000317 Redbridge,13,"1,090",276,"1,696",52,504,128
        E41000317 Redbridge,14,"1,115",284,"1,751",26,500,117
        E41000317 Redbridge,15,"1,204",276,"1,598",21,473,117
        E41000317 Redbridge,16,"1,264",254,"1,579",36,485,104
        E41000317 Redbridge,17,"1,286",315,"1,563",34,504,103
        E41000317 Redbridge,18,"1,284",229,"1,530",24,396,91
        E41000317 Redbridge,19,"1,014",182,"1,488",21,352,110
        E41000317 Redbridge,20,"1,016",156,"1,581",33,285,99
        E41000317 Redbridge,21,"1,145",182,"1,610",36,339,108
        E41000317 Redbridge,22,"1,370",183,"1,741",33,339,141
        E41000317 Redbridge,23,"1,483",192,"1,990",37,346,141
